"Entity","Contact date","Contact end date","Contact type(s)","Subject","Action of interest","City official(s)","Lobbyist(s)",
"James Beard Public Market","02/19/2025","","Email","Business and Economic Development","James Beard Public Market.","Mitch Green","Amy Ruiz; Jessica Elkan",
"James Beard Public Market","02/25/2025","","Email","Business and Economic Development","James Beard Public Market","Maria Sipin; Mitch Green","Amy Ruiz; Jessica Elkan",
"James Beard Public Market","02/28/2025","","Personal Meeting","Business and Economic Development","James Beard Public Market.","Keith Wilson","Jessica Elkan",
"James Beard Public Market","03/03/2025","","Personal Meeting","Business and Economic Development","Funding/Support for James Beard Public Market.","Ashley McKenzie; Eric Zimmerman; James Radosta; Mitch Green; Olivia Clark; Ryan Nielsen","Jessica Elkan; Kari Chisholm",
"James Beard Public Market","03/11/2025","","Email","Business and Economic Development","James Beard Public Market.","Maria Sipin; Mitch Green","Amy Ruiz; Jessica Elkan",
"James Beard Public Market","03/12/2025","","Telephone","Housing and Community Development","James Beard Public Market.","Mitch Green","Jessica Elkan",
"James Beard Public Market","03/14/2025","","Personal Meeting","Housing and Community Development","James Beard Public Market.","Mitch Green","Amy Ruiz",
"James Beard Public Market","03/19/2025","","Email","Business and Economic Development","James Beard Public Market tour.","Alexander Browne; Andre Miller; Spencer Knowles","Amy Ruiz",
"James Beard Public Market","03/19/2025","","Email","Business and Economic Development","James Beard Public Market tour.","Emily Hebbron; Jennifer Stewart; Lisa Freeman; Natalie Sept","Amy Ruiz",
"James Beard Public Market","03/19/2025","","Email","Business and Economic Development","James Beard Public Market tour.","Amani Kelekele; Elijah Crawford; Eva Stanganelli; Jamey Evenstar; Joel Corcoran; Madeline West; Sofia Diffee","Amy Ruiz; Kari Chisholm",
"James Beard Public Market","03/27/2025","","Email","Business and Economic Development","James Beard Public Market tour.","Alexander Browne","Amy Ruiz",
"James Beard Public Market","03/27/2025","","Email","Business and Economic Development","James Beard Public Market tour.","Emily Hebbron","Amy Ruiz",
"James Beard Public Market","03/27/2025","","Text Message","Business and Economic Development","James Beard Public Market tour.","Emily Hebbron","Amy Ruiz",
"James Beard Public Market","03/28/2025","","Text Message","Business and Economic Development","James Beard Public Market tour.","Emily Hebbron","Amy Ruiz",
"Monqui Presents","01/02/2025","","Personal Meeting","Business and Economic Development","Lloyd District Music Venue","Dunphy, Jamie","Marshall Runkel",
"Monqui Presents","02/18/2025","","Personal Meeting","Business and Economic Development","Lloyd District Music Venue","Steve Novick","Marshall Runkel",
"Monqui Presents","02/27/2025","","Personal Meeting","Business and Economic Development","Lloyd District Music Venue","David Kuhnhausen","Marshall Runkel",
"Multifamily NW","02/04/2025","","Personal Meeting","Housing and Community Development: Housing priorities","Zach met with Councilor Avalos to discuss housing priorities.","Candace Avalos; Jamey Evenstar","Zach Lindahl",
"Multifamily NW","02/04/2025","","Email","Housing and Community Development: Follow up on Fair Ordinance","Zach sent proposed changes to FAIR ordinance to Councilor Avalos and Senior Aide Jamey Evenstar.","Candace Avalos; Jamey Evenstar","Zach Lindahl",
"Multifamily NW","02/27/2025","","Email","Housing and Community Development: Software Ban","Zach reached out to Councilor Jamie Dunphy to discuss software and housing priorities.","Jamie Dunphy","Zach Lindahl",
"Multifamily NW","03/04/2025","","Personal Meeting","Housing and Community Development: Software Ban","Zach met with Councilor Eric Zimmerman to discuss software ban. ","Jamie Dunphy","Zach Lindahl",
"Multifamily NW","03/05/2025","","Telephone","Housing and Community Development: Software Ban","Zach had call with Will Mesplat of Councilor Ryan's office regarding the software ban.","Will Mespelt ","Zach Lindahl",
"Multifamily NW","03/06/2025","","Personal Meeting","Housing and Community Development: Software Ban","Zach had meeting with Will Mespalt and various coalition members regarding the proposed software ban.","Will Mespelt ","Zach Lindahl",
"Multifamily NW","03/13/2025","","Personal Meeting","Housing and Community Development: Software Ban","Zach met with Councilor Morillo, Andre Miller and coalition members regarding software ban.","Andre Miller; Angelita Morillo","Zach Lindahl",
"Multifamily NW","03/18/2025","","Virtual Meeting","Housing and Community Development: Rental housing operation costs","Zach and Kathryn King met with Councilor Dunphy and Madeline West to discuss operational challenges in rental housing.","Jamie Dunphy; Madeline West","Zach Lindahl",
"Multifamily NW","03/24/2025","","Text Message","Housing and Community Development: Software Ban","Molly texted Councilor Ryan regarding software ban.","Dan Ryan","Molly McGrew",
"Multifamily NW","03/25/2025","","Text Message","Housing and Community Development: Software Ban","Molly texted Councilor Ryan regarding software ban.","Dan Ryan","Molly McGrew",
"Multifamily NW","03/26/2025","","Telephone","Housing and Community Development: Software Ban","Molly left voice mail for Councilor Ryan regarding software ban.","Dan Ryan","Molly McGrew",
"Multifamily NW","03/31/2025","","Virtual Meeting","Housing and Community Development: Software Ban","Zach met with Elijah Crawford, along with coalition members to discuss the proposed software ban.","Elijah Crawford","Molly McGrew; Zach Lindahl",
"Multifamily NW","03/31/2025","","Virtual Meeting","Housing and Community Development: Software Ban","Molly met with Will Mespelt to discuss software ban.","Will Mespelt ","Molly McGrew",
"Multifamily NW","03/31/2025","","Virtual Meeting","Housing and Community Development: Software Ban","Zach met with Councilor Green, Maria Sipin and coalition partners to discuss the proposed software ban.","Maria Sipin; Mitch Green","Molly McGrew; Zach Lindahl",
"Nancy Hiser","01/02/2025","","Email","Other: Community Safety / Public Process","requested councilors and mayor to support public testimony on Zenith Energy; filed a community safety petition by Tank the Tanks/Linnton NA with 1200 signatures calling for support","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","01/21/2025","","Meeting Preparation","Other: Community Safety / Zenith Energy","Oppose City granting Zenith Energy LUCS; invited testimony at Work Session","Angelita Morillo; Candace Avalos; Dan Ryan; Donnie Oliveira; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Keith Wilson; Loretta Smith; Michael Jordan; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","01/25/2025","","Email","Other: Community Safety/Zenith Energy","Linnton & Allies Speak Out email campaign opposing Zenith Energy and calling for public process","Angelita Morillo; Candace Avalos; Dan Ryan; Donnie Oliveira; Dunphy, Jamie; Elana Pirtle-Guiney,; Engstrom, Eric; Keith Wilson; Loretta Smith; Michael Jordan; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","02/04/2025","","Email","Other: Zenith LUCS","Administration approved Zenith LUCS without regard for City Council and public opposition","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Keith Wilson; Loretta Smith; Michael Jordan; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","02/08/2025","","Email","Fire, Rescue and Emergency Services","Call for support re: public safety at CEI Hub","Sameer Kanal","Nancy G Hiser",
"Nancy Hiser","02/10/2025","","Email","Environment: natural: Dark Skies","call for city adoption of Dark Skies (Bird Alliance of Oregon, formerly Audubon) to protect birds","Angelita Morillo; Steve Novick","Nancy G Hiser",
"Nancy Hiser","02/16/2025","","Email","Other: Emergency Preparedness","Sent link to Yumei Wang's presentation at OMSI 11/06/24
Cascadia Earthquake: Are We Ready?","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Engstrom, Eric; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","02/18/2025","","Email","Other: Green Morillo Resolution","call for support","Elana Pirtle-Guiney,","Nancy G Hiser",
"Nancy Hiser","02/21/2025","","Virtual Meeting","Other: Community Safety/Zenith Energy","Request for public inclusion per ordinance 191986; 104K allocated for public inclusion of $450K grant","Mitch Green","Nancy G Hiser",
"Nancy Hiser","03/03/2025","","Email","Other: State Legislation","support CEI Hub related State Legislation","Elana Pirtle-Guiney,","Nancy G Hiser",
"Nancy Hiser","03/06/2025","","Email","Other: Emergency Preparedness","Sent Yumei Wang's OMSI presentation on 11.6.24 on Cascadia: Are We Ready?","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","03/07/2025","","Virtual Meeting","Other: Zenith Energy-Public Safety","Request public inclusion per ordinance 191896 on CEI Hub ","Olivia Clark","Nancy G Hiser",
"Nancy Hiser","03/08/2025","","Email","Other: Ordinance 191896","this measure calls for public inclusion from inception of project: CEI Hub and City Comprehensive Plan & Zoning.
Administration is proceeding without community inclusion.","Elana Pirtle-Guiney,; Eric Zimmerman; Mitch Green; Olivia Clark","Nancy G Hiser",
"Nancy Hiser","03/10/2025","","Email","Other: Administrative process","Administrative process has excluded City Council and public","Elana Pirtle-Guiney,; Eric Zimmerman; Maria Sipin; Olivia Clark; Sameer Kanal","Nancy G Hiser",
"Nancy Hiser","03/10/2025","","Email","Other: Public Testimony on the CEI Hub","Honor the ordinance 191896 calling for public inclusion from the inception of the project on the CEI Hub related to City Comprehensive Plan and Zoning on 3.17.25","Mitch Green","Nancy G Hiser",
"Nancy Hiser","03/13/2025","","Email","Other: Community Safety","Support 5 CEI Hub-related bills at the state. HB 2949, HB 2152, HB 2151, HM 3450, HB 3492","Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Mitch Green; Olivia Clark","Nancy G Hiser",
"Nancy Hiser","03/13/2025","","Email","Other: Public Process/ CEI Hub","community engagement re: Hub; city strengthen water supply system at Hub;   outreach to Tribes; support DEQ Fuel Tank Seismic Stability; support state legislation HB 3492 on hazmat releases","Elana Pirtle-Guiney,; Eric Zimmerman; Keith Wilson; Mitch Green; Olivia Clark","Nancy G Hiser",
"Nancy Hiser","03/14/2025","","Email","Other: Ordinance 191896","Advised council and officials that ordinance 191896 requires community inclusion ""from inception"" and allocates $104K for it re: CEI Hub review related to Comp Plan and Zoning: City is negligent","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","03/18/2025","","Email","Other: Community Safety","Support city engagement on a danger outside of DEQ jurisdiction, support budget increase for PBEM, PF&R","Eric Zimmerman","Nancy G Hiser",
"Nancy Hiser","03/18/2025","","Email","Other: Community Safety","Support a councilor to lead the efforts on CEI Hub","Olivia Clark","Nancy G Hiser",
"Nancy Hiser","03/19/2025","","Email","Other: Ordinance 191896","Support compliance of ordinance that calls for community inclusion on CEI Hub study related to the City Comprehensive Plan and Zoning","Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","03/20/2025","","Email","Other: Emergency Preparedness/ Community Safety","Advocate for public inclusion at CEI Hub Work Session;
Advocate for city to adopt water supply strengthening to CEI Hub for emergency response","Elana Pirtle-Guiney,; Eric Zimmerman; Jamie Dunphy; Mitch Green; Olivia Clark; Sameer Kanal; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","03/21/2025","","Email","Other: Community Safety","Comment on relocation of Hub, call for support of state bills, 
advocate for fuel reduction at the Hub and limiting exports to this region, not beyond","Dan Ryan","Nancy G Hiser",
"Nancy Hiser","03/21/2025","","Email","Other: Fire response","Called for support of fire response capacity, city adopting measure to strengthen water supply system at the CEI Hub","Sameer Kanal","Nancy G Hiser",
"Nancy Hiser","03/23/2025","","Email","Other: Community safety","Information about PDX Fuels seismic vulnerability asessment to DEQ Fuel Tank Seismic Stability program; suggestions for risks from Coast Guard facility in District 1","Candace Avalos; Dunphy, Jamie; Loretta Smith","Nancy G Hiser",
"Nancy Hiser","03/26/2025","","Email","Other: Meet with GTAC volunteers","Requested Councilor join community meeting with former GTAC volunteers","Mitch Green","Nancy G Hiser",
"Nancy Hiser","03/28/2025","","Virtual Meeting","Other: Community inclusion / CEI Hub","request public inclusion per ordinance 191896; 104K of 450K grant is allocated for public inclusion","Eric Zimmerman","Nancy G Hiser",
"Northwest Oregon Labor Council","01/28/2025","","Personal Meeting","Labor","General conversation about labor issues ","Eric Zimmerman","Laurie Wimmer",
"Northwest Oregon Labor Council","01/30/2025","","Virtual Meeting","Other: Budget for 2025-26","Understanding City Budget","Ruth Levine","Laurie Wimmer",
"Northwest Oregon Labor Council","02/03/2025","","Virtual Meeting","Other: Budget for 2025-26","Completion of prior meeting's agenda","Ruth Levine","Laurie Wimmer",
"Northwest Oregon Labor Council","02/07/2025","","Personal Meeting","Labor","General conversation about city's work and labor's interests","Olivia Clark","Laurie Wimmer",
"Northwest Oregon Labor Council","02/21/2025","","Personal Meeting","Labor","General conversation about city issues and labor interests","Jamie Dunphy","Laurie Wimmer",
"Northwest Oregon Labor Council","02/26/2025","","Personal Meeting","Labor","Handed out labor coalition document to all city councilors and mayor's office. Not all were in office; personal visits listed below.","Aisling Coghlan; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Loretta Smith; Sameer Kanal","Laurie Wimmer",
"Northwest Oregon Labor Council","02/27/2025","","Personal Meeting","Labor","Budget and general labor topics, city priorities","Mitch Green","Laurie Wimmer",
"Northwest Oregon Labor Council","02/27/2025","","Personal Meeting","Labor","Purpose of meeting was to get to know this Chief of Staff","Elijah Crawford","Laurie Wimmer",
"Northwest Oregon Labor Council","03/05/2025","","Personal Meeting","Labor","General topics of mutual interest to city and labor","Elana Pirtle-Guiney,","Laurie Wimmer",
"Northwest Oregon Labor Council","03/13/2025","","Committee Meeting","Labor","Testified on upcoming budget (2025-26)","Jamie Dunphy; Loretta Smith; Mitch Green; Sameer Kanal; Steve Novick","Laurie Wimmer",
"NW Natural","02/11/2025","","Telephone","Business and Economic Development","Meeting prep for Mayor Wilson and staff","Aisling Coghlan","Jennifer Yocom",
"NW Natural","02/11/2025","","Meeting Preparation","Business and Economic Development","Personal preparation for NW Natural introductory meeting","Aisling Coghlan; Keith Wilson","Amy Rathfelder",
"NW Natural","02/12/2025","","Personal Meeting","Business and Economic Development","Introduction meeting w/Mayor Wilson and incoming NW Natural CEO Justin Palfreyman and government affairs staff","Aisling Coghlan; Keith Wilson","Amy Rathfelder; Jennifer Yocom; Justin Palfreyman; Kathryn Williams",
"NW Natural","02/12/2025","","Meeting Preparation","Business and Economic Development","Meeting preparation for introduction to NW Natural leadership","Aisling Coghlan; Keith Wilson","Amy Rathfelder; Jennifer Yocom; Justin Palfreyman; Kathryn Williams",
"NW Natural","02/12/2025","","Meeting Preparation","Business and Economic Development","Personal preparation for NW Natural introductory meeting","Aisling Coghlan; Keith Wilson","Justin Palfreyman",
"NW Natural","02/14/2025","","Telephone","Business and Economic Development","Policy committee membership and utility input","Dan Ryan","Amy Rathfelder",
"NW Natural","03/24/2025","","Telephone","Business and Economic Development","Committee issues and setting up a meeting","Kezia Wanner","Amy Rathfelder",
"Oregon Health & Science University","01/22/2025","","Telephone","Sustainable Development: energy: Sustainability Committee","shared qualifications of OHSU staff member applying to serve on Sustainability Commission","Donnie Oliveira","Michael Harrison",
"Oregon Health & Science University","01/31/2025","","Personal Meeting","Parks and Recreation: natural areas : River access, sustainability committee, parking","Discussed OHSU employee's qualifications for sustainability committee and whether city wanted improved access for kayakers in South Waterfront","Sonia Schmanski","Michael Harrison",
"Oregon Health & Science University","02/04/2025","","Email","Other: healthcare","Asked for a meeting to discuss OHSU and Legacy's potential merger. Informational only - no action requested.","Olivia Clark","Michael Harrison",
"Oregon Health & Science University","02/04/2025","","Email","Other: healthcare","asked for a meeting to discuss potential OHSU and Legacy merger - did not ask for any actions to be taken","Dan Ryan","Michael Harrison",
"Oregon Health & Science University","02/04/2025","","Email","Other: healthcare","asked for a meeting to discuss OHSU and Legacy merger. did not ask for any action.","Dunphy, Jamie","Michael Harrison",
"Oregon Health & Science University","02/05/2025","","Communication Preparation","Other: healthcare","prepped for meeting with Councilor Green and Zimmerman to discuss OHSU and Legacy proposed merger. (see Feb. 27 entry)","Eric Zimmerman; Mitch Green","Michael Harrison",
"Oregon Health & Science University","02/05/2025","","Communication Preparation","Other: healthcare","Prepped for tour of OHSU FQHC clinic and discussion of OHSU & Legacy proposed merger (see March 28th tour)","Candace Avalos; Dunphy, Jamie","Michael Harrison",
"Oregon Health & Science University","02/07/2025","","Personal Meeting","Other: Healthcare","Discussed OHSU & Legacy Health's proposed merger. Did not ask for any actions to be taken.","Olivia Clark","Michael Harrison",
"Oregon Health & Science University","02/17/2025","","Telephone","Parks and Recreation: natural areas : Health care, River access, sustainability committee","Mentioned OHSU staffer's qualifications for sustainability commission. Asked for Portland Parks contact regarding improved kayak access in South Waterfront. Discussed OHSU/Legacy proposed merger.","Aisling Coghlan","Michael Harrison",
"Oregon Health & Science University","02/19/2025","","Personal Meeting","Other: healthcare","Discussed proposed merger with Legacy Health and gave an update on negotiations with United Health. No actions requested.","Emory Mort","Michael Harrison",
"Oregon Health & Science University","02/19/2025","","Telephone","Other: healthcare","Discussed potential merger with Legacy Health. No action requested.","Chase, Sam","Michael Harrison",
"Oregon Health & Science University","02/20/2025","","Email","Other: healthcare","Followed up with details on United Healthcare negotiations - asked him to share the information with his peers at Council. Was not seeking any actions - just distribution of information.","Emory Mort","Michael Harrison",
"Oregon Health & Science University","02/27/2025","","Personal Meeting","Other: healthcare","Met to discuss Legacy Health proposed merger and status of United Healthcare negotiations. No actions were requested.","Eric Zimmerman; Mitch Green","Michael Harrison",
"Oregon Health & Science University","03/07/2025","","Meeting Preparation","Other: healthcare","prepped for dental clinic tour (that never happened). tour was to include discussion of potential OHSU / Legacy merger (see 3/19 Ryan meeting and 4/1 Pirtle-Guiney meeting for Legacy discussion)","Dan Ryan; Elana Pirtle-Guiney,","Michael Harrison",
"Oregon Health & Science University","03/10/2025","","Personal Meeting","Other: healthcare","discussed proposed merger with Legacy Health and negotiations with United Healthcare. No actions requested.","Dunphy, Jamie","Michael Harrison",
"Oregon Health & Science University","03/10/2025","","Personal Meeting","Other: healthcare","met to discuss Legacy Health proposed merger and status update on negotiations with United Healthcare. no actions requested.","Spencer Knowles","Michael Harrison",
"Oregon Health & Science University","03/19/2025","","Personal Meeting","Other: healthcare","met to discuss proposed legacy health merger and the current state of negotiations with United Health","Dan Ryan; Sameer Kanal","Michael Harrison",
"Oregon Health & Science University","03/28/2025","","Personal Meeting","Other: healthcare","Gave a tour of our federally qualified medical clinic in their district - no action requested. Had prepared to discuss Legacy Health merger, but they didn't have any questions.","Candace Avalos; Dunphy, Jamie","Michael Harrison",
"Oregon Museum of Science and Industry ","03/03/2025","","Email","Other: Economic Development","Meeting request regarding OMSI's redevelopment plan","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick","Dan Bates",
"Oregon Museum of Science and Industry ","03/10/2025","","Virtual Meeting","Other: Economic Development","OSMI Redevelopment","Steve Novick","Erin Graham; Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","03/21/2025","","Personal Meeting","Other: Economic Development","OSMI Redevelopment","Dunphy, Jamie","Dan Bates; Erin Graham",
"Oregon Museum of Science and Industry ","03/25/2025","","Personal Meeting","Other: Economic Development","OSMI Redevelopment","Mitch Green","Dan Bates; Erin Graham",
"Oregon Museum of Science and Industry ","03/27/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment","Elana Pirtle-Guiney,; Natalie Sept","Dan Bates; Erin Graham",
"Oregon Museum of Science and Industry ","03/28/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment","Elijah Crawford","Dan Bates; Erin Graham",
"Oregon Smart Growth","01/14/2025","","Telephone","Other: Council Committee Structure","Council Committee Structure","Natalie Sept","Amy Ruiz",
"Oregon Smart Growth","01/14/2025","","Email","Other: Council Committees","Council Committee Structure","Aisling Coghlan; Amani Kelekele; Andre Miller; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney,; Elijah Crawford; Emory Mort; Eric Zimmerman; Jamey Evenstar; Jamie Dunphy; Keith Wilson; Kezia Wanner; Lisa Freeman; Loretta Smith; Maria Sipin; Megan Beyer; Mitch Green; Natalie Sept; Olivia Clark; Ryan Nielsen; Sameer Kanal; Spencer Knowles; Steve Novick; Tiffany Koyama Lane","Amy Ruiz; Tom Rinehart",
"Oregon Smart Growth","01/15/2025","","Telephone","Housing and Community Development","Council committee structure.","Elana Pirtle-Guiney,","Amy Ruiz",
"Oregon Smart Growth","02/04/2025","","Telephone","Housing and Community Development","Housing production and reputational recovery.","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","02/04/2025","","Text Message","Housing and Community Development","Housing production and reputational recovery.","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","02/25/2025","","Text Message","Housing and Community Development","Housing production.","Dan Ryan","Amy Ruiz",
"Oregon Smart Growth","02/25/2025","","Text Message","Housing and Community Development","Housing production.","Eric Zimmerman","Amy Ruiz",
"Oregon Smart Growth","03/04/2025","","Telephone","Housing and Community Development","Mayor/Government housing production group.","Aisling Coghlan","Amy Ruiz",
"Oregon Smart Growth","03/05/2025","","Personal Meeting","Housing and Community Development","Mayor/Government housing production group.","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","03/06/2025","","Personal Meeting","Housing and Community Development","Mayor/Government housing production group.","Aisling Coghlan; Candace Avalos; Chase, Sam; Donnie Oliveira; Dunphy, Jamie; Elana Pirtle-Guiney,; Engstrom, Eric; Helmi Hisserich; Jamey Evenstar; Keith Wilson; Natalie Sept; Tillstrom, Nils","Amy Ruiz",
"Oregon Smart Growth","03/06/2025","","Text Message","Housing and Community Development","Mayor/Government housing production group.","Natalie Sept","Amy Ruiz",
"Oregon Smart Growth","03/13/2025","","Personal Meeting","Housing and Community Development","HB 1537 adjustments.","Engstrom, Eric","Amy Ruiz",
"Oregon Smart Growth","03/13/2025","","Personal Meeting","Housing and Community Development","Inclusionary housing.","Elana Pirtle-Guiney,; Natalie Sept","Amy Ruiz",
"Oregon Smart Growth","03/13/2025","","Text Message","Housing and Community Development","Inclusionary housing.","Natalie Sept","Amy Ruiz",
"Oregon Symphony","02/03/2025","","Personal Meeting","Arts and Culture","P5 Performing Arts Venues","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","03/11/2025","","Personal Meeting","Arts and Culture","Arlene Schnitzer Concert Hall","Malynda Valentine","Marshall Runkel",
"Oregon Symphony","03/17/2025","","Personal Meeting","Arts and Culture","P5 Performing Arts Venues","Dan Ryan; Mitch Green; Olivia Clark","Isaac Thompson",
"Oregon Symphony","03/26/2025","","Personal Meeting","Arts and Culture","P5 Performing Arts Venues","Dunphy, Jamie","Isaac Thompson",
"Oregon Symphony","03/26/2025","","Personal Meeting","Arts and Culture","Arlene Schnitzer Concert Hall","Dunphy, Jamie","Isaac Thompson",
"Port of Portland","01/13/2025","","Telephone","Planning","Sustainable Aviation Fuel. (Indirect city official contact with Evyn Mitchell.)","Donnie Oliveira","Dan Eisenbeis",
"Port of Portland","01/15/2025","","Email","Planning","Sustainable Aviation Fuel. (Indirect city official contact with Evyn Mitchell.)","Donnie Oliveira","Dan Eisenbeis",
"Port of Portland","01/17/2025","","Email","Planning","Copy of Portland City Council Zenith Energy Listening Session comments","Keith Wilson; Michael Jordan","Dan Eisenbeis",
"Port of Portland","02/07/2025","","Personal Meeting","Planning","CEI hub policies","Natalie Sept","Dan Eisenbeis",
"Port of Portland","02/14/2025","","Telephone","Business and Economic Development","Pone call and email Request letter of support for Mass Timber and Housing Innovation Campus federal funding request. (Indirect city official contact with Nils Tillstrom.)","Donnie Oliveira","Dan Eisenbeis",
"Port of Portland","02/19/2025","","Telephone","Transportation: streets, sidewalks and street lighting","Discuss upcoming JPCAT meeting.","Aisling Coghlan","Emerald Bogue",
"Port of Portland","03/04/2025","","Personal Meeting","Financial Administration and Management","City Administration","Michael Jordan","Curtis Robinhold",
"Port of Portland","03/07/2025","","Personal Meeting","Police and Public Safety","Public Safety","Robert Day","Curtis Robinhold",
"Port of Portland","03/13/2025","","Personal Meeting","Other: City Administration","In-person meeting.
Update on City Council priorities","Natalie Sept","Emerald Bogue",
"Port of Portland","03/31/2025","","Personal Meeting","Financial Administration and Management","City administration","Aisling Coghlan; Keith Wilson","Curtis Robinhold",
"Portland Business Alliance","01/01/2025","","Email","Business and Economic Development","Responding to email regarding Multnomah County Sheriff's Office intake issues","Keith Wilson","Mark Wells",
"Portland Business Alliance","01/02/2025","","Email","Business and Economic Development","Lighting activations within Downtown and Old Town. ","Sara Morrissey","Sydney Mead",
"Portland Business Alliance","01/02/2025","","Email","Business and Economic Development","Portland Brand and reputation project. ","Sara Morrissey","Sydney Mead",
"Portland Business Alliance","01/02/2025","","Email","Business and Economic Development","Scheduling.","Candace Avalos","Jon Isaacs",
"Portland Business Alliance","01/02/2025","","Email","Business and Economic Development","Scheduling","Kristopher Taft","Jon Isaacs",
"Portland Business Alliance","01/02/2025","","Email","Business and Economic Development","Scheduling ","Shea Flaherty Betin","Jon Isaacs",
"Portland Business Alliance","01/02/2025","","Email","Business and Economic Development","State legislative session ","Chase, Sam","Jon Isaacs",
"Portland Business Alliance","01/04/2025","","Telephone","Business and Economic Development","Public safety discussion. ","Robert Day","Jon Isaacs",
"Portland Business Alliance","01/06/2025","","Email","Business and Economic Development","Scheduling. ","Aisling Coghlan","Jon Isaacs",
"Portland Business Alliance","01/06/2025","","Email","Business and Economic Development","85th Ave. access, business outreach and assistance in opening 85th Ave. during construction. ","Williams, Millicent","Andrew Hoan",
"Portland Business Alliance","01/06/2025","","Email","Business and Economic Development","Communication regarding monthly Darcelle XV Plaza Meeting
","Long, Adena; Priya Dhanapal; Schmanski, Sonia; Williams, Millicent","Steve Wytcherley",
"Portland Business Alliance","01/07/2025","","Email","Business and Economic Development","Downtown SmartPark garages partial re-opening.","Williams, Millicent","Andrew Hoan",
"Portland Business Alliance","01/07/2025","","Meeting Preparation","Business and Economic Development","Coordinating meeting regarding 85th Avenue project.","Williams, Millicent","Andrew Hoan",
"Portland Business Alliance","01/07/2025","","Email","Business and Economic Development","Scheduling upcoming meeting","Aisling Coghlan","Jon Isaacs",
"Portland Business Alliance","01/07/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Aisling Coghlan","Jon Isaacs",
"Portland Business Alliance","01/07/2025","","Virtual Meeting","Business and Economic Development","State revenue","Chase, Sam","Jon Isaacs",
"Portland Business Alliance","01/08/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Sameer Kanal","Jon Isaacs",
"Portland Business Alliance","01/08/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Kezia Wanner","Jon Isaacs",
"Portland Business Alliance","01/08/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Kezia Wanner","Jon Isaacs",
"Portland Business Alliance","01/08/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Kezia Wanner","Jon Isaacs",
"Portland Business Alliance","01/08/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Kezia Wanner","Jon Isaacs",
"Portland Business Alliance","01/08/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Kezia Wanner","Jon Isaacs",
"Portland Business Alliance","01/08/2025","","Email","Business and Economic Development","Scheduling upcoming events.","Kezia Wanner","Jon Isaacs",
