"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Pacific Power","06/02/2017","Email","Other: Reschedule meeting with mayor","Rescheduled for July 13","Wheeler, Ted","Scott Bolton; Sheila Holden",
"Portland Business Alliance","04/04/2017","Direct Mail","Business and Economic Development","City Investment Policy Letter","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","04/05/2017","Meeting Preparation","Business and Economic Development","Planning for Mayor's meeting with property owners","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","04/06/2017","Meeting Preparation","Business and Economic Development","Planning for Mayor's meeting with property owners","Arguinzoni, Jennifer ","Lynnae Berg",
"Portland Business Alliance","04/07/2017","Meeting Preparation","Business and Economic Development","Planning for Mayor's meeting with property owners","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","04/07/2017","Meeting Preparation","Business and Economic Development","Planning for Mayor's meeting with property owners","Arguinzoni, Jennifer ","Lynnae Berg",
"Portland Business Alliance","04/07/2017","Meeting Preparation","Business and Economic Development","Planning for Mayor's meeting with property owners","Arguinzoni, Jennifer ","Lynnae Berg; Marion Haynes",
"Portland Business Alliance","04/10/2017","Telephone","Business and Economic Development","Livability/shelter","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","04/11/2017","Email","Business and Economic Development","Smart Cities","Finn, Brendan","Marion Haynes",
"Portland Business Alliance","04/13/2017","Personal Meeting","Business and Economic Development","Autonomous vehicles","Cox, Michael; Williams, Tia","Marion Haynes",
"Portland Business Alliance","04/17/2017","Email","Business and Economic Development","Livability issues","Arguinzoni, Jennifer ","Lynnae Berg; Marion Haynes",
"Portland Business Alliance","04/17/2017","Email","Business and Economic Development","Shelters","Schmanski, Sonia","Marion Haynes",
"Portland Business Alliance","04/17/2017","Email","Business and Economic Development","4th & Flanders camp","Arguinzoni, Jennifer ","Lynnae Berg",
"Portland Business Alliance","04/20/2017","Personal Meeting","Business and Economic Development","Downtown Marketing Initiative","Saltzman, Dan","Sandra McDonough",
"Portland Business Alliance","04/21/2017","Personal Meeting","Business and Economic Development","Autonomous vehicles, Clean & Safe, Downtown Marketing Initiative, Housing, Budget, Right 2 Dream Too, Fossil fuels","Arguinzoni, Jennifer ; Henderson, Maurice; Wheeler, Ted","Lisa Frisch; Lynnae Berg; Marion Haynes; Raihana Ansary; Sandra McDonough",
"Portland Business Alliance","04/24/2017","Telephone","Business and Economic Development","Renewable energy resolution","Henderson, Maurice","Sandra McDonough",
"Portland Business Alliance","04/24/2017","Personal Meeting","Business and Economic Development","Renewable energy resolution","Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","04/25/2017","Email","Business and Economic Development","License fee increase","Arguinzoni, Jennifer ","Lynnae Berg",
"Portland Business Alliance","04/26/2017","Email","Business and Economic Development","License fee increase","Arguinzoni, Jennifer ","Lynnae Berg",
"Portland Business Alliance","04/29/2017","Personal Meeting","Business and Economic Development","Budget, Superfund, FEMA BiOp, Homelessness, All-user restroom","Dunphy, Jamie; Fish, Nick; Schmanski, Sonia","Lynnae Berg; Marion Haynes; Raihana Ansary",
"Portland Business Alliance","05/02/2017","Personal Meeting","Business and Economic Development","Downtown Marketing Initiative","Fish, Nick","Marion Haynes",
"Portland Business Alliance","05/02/2017","Personal Meeting","Business and Economic Development","Budget","Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","05/02/2017","Personal Meeting","Business and Economic Development","Budget","Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","05/04/2017","Email","Business and Economic Development","Downtown Retail Council","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","05/04/2017","Email","Business and Economic Development","Sinkhole complaint","Grumm, Matthew","Marion Haynes",
"Portland Business Alliance","05/08/2017","Personal Meeting","Business and Economic Development","Budget, Better Naito, High pedestrian zone, Autonomous vehicles","Finn, Brendan; Saltzman, Dan","Lynnae Berg; Marion Haynes; Raihana Ansary",
"Portland Business Alliance","05/09/2017","Email","Business and Economic Development","Downtown Retail Council","Arguinzoni, Jennifer ","Lisa Frisch; Marion Haynes",
"Portland Business Alliance","05/09/2017","Direct Mail","Business and Economic Development","Budget Letter","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","05/09/2017","Direct Mail","Business and Economic Development","Transportation System Development Charges Letter","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Treat, Leah; Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","05/09/2017","Direct Mail","Business and Economic Development","Better Naito Letter","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Treat, Leah; Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","05/10/2017","Telephone","Business and Economic Development","Gross receipts tax","Schmanski, Sonia","Marion Haynes",
"Portland Business Alliance","05/10/2017","Telephone","Business and Economic Development","Gross receipts tax","Finn, Brendan","Marion Haynes",
"Portland Business Alliance","05/13/2017","Telephone","Business and Economic Development","Revenue Bureau, CEO tax","Rinehart, Tom","Sandra McDonough",
"Portland Business Alliance","05/18/2017","Telephone","Business and Economic Development","Downtown Marketing Initiative","Scott, Andrew","Raihana Ansary",
"Portland Business Alliance","05/19/2017","Personal Meeting","Business and Economic Development","Downtown Marketing Initiative, Livability, URM, CEO surcharge, Gross receipts tax, Naito, Housing","Arguinzoni, Jennifer ; Henderson, Maurice; Wheeler, Ted","Lisa Frisch; Lynnae Berg; Marion Haynes; Raihana Ansary; Sandra McDonough",
"Portland Business Alliance","05/19/2017","Telephone","Business and Economic Development","Shelters","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","05/22/2017","Telephone","Business and Economic Development","Power outage","Henderson, Maurice","Marion Haynes",
"Portland Business Alliance","05/24/2017","Telephone","Business and Economic Development","Shelters","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","06/01/2017","Direct Mail","Business and Economic Development","Renewable energy resolution letter","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","06/03/2017","Telephone","Business and Economic Development","Gross Receipts Tax","Henderson, Maurice","Marion Haynes",
"Portland Business Alliance","06/07/2017","Email","Business and Economic Development","Shelters","Schmanski, Sonia","Marion Haynes",
"Portland Business Alliance","06/07/2017","Telephone","Business and Economic Development","Menashe meeting","Henderson, Maurice","Lynnae Berg",
"Portland Business Alliance","06/08/2017","Email","Business and Economic Development","Menashe meeting","Henderson, Maurice","Lynnae Berg",
"Portland Business Alliance","06/08/2017","Telephone","Business and Economic Development","Water filtration","Fish, Nick","Sandra McDonough",
"Portland Business Alliance","06/12/2017","Personal Meeting","Business and Economic Development","Homelessness","Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","06/13/2017","Telephone","Business and Economic Development","Livability meeting","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","06/13/2017","Direct Mail","Business and Economic Development","URM Seismic Retrofit Program Letter","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","06/14/2017","Telephone","Business and Economic Development","Autonomous vehicles","Arguinzoni, Jennifer ","Sandra McDonough",
"Portland Business Alliance","06/16/2017","Personal Meeting","Business and Economic Development","Livability, air authority, homelessness, URM, autonomous vehicles","Henderson, Maurice; Nelson, Berk; Wheeler, Ted","Lisa Frisch; Lynnae Berg; Marion Haynes; Sandra McDonough",
"Portland Business Alliance","06/19/2017","Personal Meeting","Business and Economic Development","Livability, air authority, URM, gross receipts tax, Better Naito","Crail, Tim; Fritz, Amanda","Marion Haynes; Nathaniel Brown; Sandra McDonough",
"Portland Business Alliance","06/19/2017","Telephone","Business and Economic Development","Economic Council, clean-up","Arguinzoni, Jennifer ","Marion Haynes",
"Portland Business Alliance","06/19/2017","Direct Mail","Business and Economic Development","Police Chief Search Letter","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Sandra McDonough",
"Portland Business Alliance","06/22/2017","Telephone","Business and Economic Development","Homelessness","Henderson, Maurice","Sandra McDonough",
"Portland Business Alliance","06/27/2017","Personal Meeting","Business and Economic Development","Mayor's meeting with business ","Arguinzoni, Jennifer ; Henderson, Maurice; Wheeler, Ted","Lynnae Berg; Marion Haynes; Nathaniel Brown; Sandra McDonough",
"Portland Business Alliance","06/30/2017","Telephone","Business and Economic Development","Ankeny Alley issues","Nelson, Berk","Lynnae Berg",
"Portland General Electric Company","04/07/2017","Personal Meeting","Sustainable Development: energy","Discuss 100% renewable resolution","Duhamel, Jamey; Howard, Nathan","Andrew Speer; Brian Spak",
"Portland General Electric Company","04/19/2017","Personal Meeting","Sustainable Development: energy","Discuss Smart Cities planning","Chisek, Kyle ","Andrew Speer",
"Portland General Electric Company","05/09/2017","Personal Meeting","Sustainable Development: energy","Review and discuss 100% Renewable resolution language in group meeting with County, other utilities","Chisek, Kyle ; Duhamel, Jamey; Henderson, Maurice; Howard, Nathan","Andrew Speer; Brendan McCarthy; Brian Spak; Sania Radcliffe",
"Portland General Electric Company","05/23/2017","Personal Meeting","Sustainable Development: energy","Smart Cities introductory meeting with Panasonic","Henderson, Maurice","Andrew Speer; Brian Spak; Charlie Allcock",
"Portland General Electric Company","04/27/2017","Personal Meeting","Sustainable Development: energy","Discuss renewable energy and energy alternatives","Duhamel, Jamey; Runkel, Marshall","Andrew Speer",
"Portland General Electric Company","05/31/2017","Meeting Preparation","Sustainable Development: energy","Preparation of testimony on 100% Renewable energy resolution","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Andrew Speer",
"Portland General Electric Company","05/17/2017","Personal Meeting","Sustainable Development: energy","Discuss Renewable resolution language","Duhamel, Jamey; Henderson, Maurice; Howard, Nathan","Andrew Speer; Brendan McCarthy; Brian Spak; Sania Radcliffe",
"Portland Metropolitan Association of Realtors","04/28/2017","Email","Transportation: streets, sidewalks and street lighting","System Development Charges","St Martin, Teresa","Jane Leo",
"Portland Metropolitan Association of Realtors","05/04/2017","Telephone","Transportation: streets, sidewalks and street lighting","System Development Charges","St Martin, Teresa","Jane Leo",
"Portland Metropolitan Association of Realtors","05/25/2017","Meeting Preparation","Housing and Community Development","Mandatory Relocation Assistance Code","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Jane Leo",
"Portland Metropolitan Association of Realtors","06/05/2017","Personal Meeting","Development Services","Systems Development Charges","Chisek, Kyle ; Wheeler, Ted","Jane Leo",
"Portland Metropolitan Association of Realtors","06/09/2017","Personal Meeting","Housing and Community Development","Tenant Relocation Assistance and Rent ","Valderrama, Andrea","Jane Leo",
"Uber Technologies, Inc.","05/24/2017","Personal Meeting","Other: Autonomous vehicle testing","Discussion of Portland autonomous vehicle program","Chisek, Kyle ","Jon Isaacs; Nels Johnson",
"Uber Technologies, Inc.","05/05/2017","Email","Transportation: streets, sidewalks and street lighting","TNC Regulations","Williams, Tia","Nels Johnson",
"Uber Technologies, Inc.","05/19/2017","Email","Transportation: streets, sidewalks and street lighting","TNC Regulations","Williams, Tia","Nels Johnson",
"Uber Technologies, Inc.","05/20/2017","Email","Transportation: streets, sidewalks and street lighting","TNC Regulations","Williams, Tia","Nels Johnson",
"Uber Technologies, Inc.","05/04/2017","Email","Transportation: streets, sidewalks and street lighting","TNC Regulations","Chisek, Kyle ","Nels Johnson",
"Uber Technologies, Inc.","05/20/2017","Email","Transportation: streets, sidewalks and street lighting","TNC Regulations","Chisek, Kyle ","Nels Johnson",
"Uber Technologies, Inc.","05/05/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC Regulations","Williams, Tia","Nels Johnson",
"Uber Technologies, Inc.","05/24/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC Regulations","Williams, Tia","Nels Johnson",
"Uber Technologies, Inc.","04/19/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNC Regulations","Finn, Brendan","Nels Johnson",
"Uber Technologies, Inc.","04/24/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNC Regulations","Finn, Brendan","Nels Johnson",
"Uber Technologies, Inc.","04/27/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNC Regulations","Finn, Brendan","Nels Johnson",
"Uber Technologies, Inc.","04/28/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNC Regulations","Finn, Brendan","Nels Johnson",
"Uber Technologies, Inc.","05/05/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNC Regulations","Finn, Brendan","Nels Johnson",
"Uber Technologies, Inc.","06/05/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNC Regulations","Williams, Tia","Nels Johnson",
"Uber Technologies, Inc.","06/07/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNC Regulations","Williams, Tia","Nels Johnson",
"Verizon","06/29/2017","Personal Meeting","Other: Network deployment","To discuss  network deployment","Arguinzoni, Jennifer ; Chisek, Kyle ","Adrian Pearmine; Bob Fletcher; Jimmy Kim",
