"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Portland Business Alliance","10/02/2023","Email","Business and Economic Development","cc'd on email regarding Restore Grant Opportunities
","Fitzpatrick, Andrew; Lee, Bobby","Steve Wytcherley",
"Portland Business Alliance","10/05/2023","Email","Business and Economic Development","cc'd on email regarding drug use at 4th and Alder
","Smith, Shah","Steve Wytcherley",
"Portland Business Alliance","10/11/2023","Email","Business and Economic Development","cc'd on email regarding street vendors operating without a license
","Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","10/28/2023","Email","Business and Economic Development","Cc'd on email regarding invitation to press conference with Mayor and Chief of Police
","Lee, Bobby","Steve Wytcherley",
"Portland Business Alliance","10/30/2023","Personal Meeting","Business and Economic Development","Press Conference for Director's Park and Holiday Season
","Lee, Bobby; McHugh, Thomas; Ryan, Dan; Wheeler, Ted","Andrew Hoan; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","11/01/2023","Email","Business and Economic Development","cc'd on email from rate-payer on garage prowls
","Lee, Bobby","Steve Wytcherley",
"Portland Business Alliance","11/02/2023","Email","Business and Economic Development","cc'd on email regarding winter holiday pr campaign
","Lee, Bobby","Steve Wytcherley",
"Portland Business Alliance","11/05/2023","Email","Business and Economic Development","cc'd on email to Portland Bureau of Emergency Management.
","Howard, Stephanie; Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","11/15/2023","Email","Business and Economic Development","cc on email regarding ongoing drug dealing around Behavioral Health Resource Center.
","Lee, Bobby; Mapps, Mingus","Steve Wytcherley",
"Portland Business Alliance","11/16/2023","Email","Business and Economic Development","cc'd on ask for guidance on city enforcement on current ADA settlement
","Howard, Stephanie; Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","12/20/2023","Email","Business and Economic Development","cc'd on tenant and trash issues on at Keller Auditorium on 4th
","Lee, Bobby; Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","12/26/2023","Email","Business and Economic Development","cc'd on emails regarding drug use and harassment at Central Plaza
","Lee, Bobby; Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","12/27/2023","Email","Business and Economic Development","cc'd on emails regarding drug use and tents at South Park Blocks near Hotel Vance
","Lee, Bobby; Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","12/28/2023","Email","Business and Economic Development","Response on emails regarding drug use and tents at South Park Blocks near Hotel Vance
","Lee, Bobby; Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","10/11/2023","Email","Business and Economic Development","Downtown Business Incentive Credit.","Fitzpatrick, Andrew","Sydney Mead",
"Portland Business Alliance","10/31/2023","Email","Business and Economic Development","Central City Holiday Season Event Planning","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby","Sydney Mead",
"Portland Business Alliance","11/01/2023","Virtual Meeting","Business and Economic Development","Central City Holiday Season Event Planning","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","11/01/2023","Email","Business and Economic Development","Central City Holiday Season Event Planning","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","11/06/2023","Email","Business and Economic Development","Adding free parking to holiday promotions","Fitzpatrick, Andrew","Sydney Mead",
"Portland Business Alliance","11/07/2023","Virtual Meeting","Business and Economic Development","Central City Holiday Season Event Planning","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","11/07/2023","Virtual Meeting","Business and Economic Development","Central City Holiday Season Event Planning","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","11/08/2023","Email","Business and Economic Development","Central City Holiday Season Event Planning","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","11/14/2023","Meeting Preparation","Business and Economic Development","Prep for Press Event.","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","11/15/2023","Personal Meeting","Business and Economic Development","Central City Holiday Season Event Planning/Press Event. ","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Rubio, Carmen; Schoene, Jillian; Wheeler, Ted; Zolan, Abraham (Ness)","Andrew Hoan; Mark Wells; Meikelo Cabbage; Sydney Mead",
"Portland Business Alliance","11/15/2023","Email","Business and Economic Development","Small business downtown activations.","Fitzpatrick, Andrew","Sydney Mead",
"Portland Business Alliance","11/16/2023","Email","Business and Economic Development","Central City Holiday Season Event Planning","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","11/17/2023","Email","Business and Economic Development","Prep for Press Events","Bowman, Cody; Schoene, Jillian","Sydney Mead",
"Portland Business Alliance","12/11/2023","Virtual Meeting","Business and Economic Development","Prep for Press Events","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","12/11/2023","Virtual Meeting","Business and Economic Development","Prep for Press Events","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","12/12/2023","Personal Meeting","Business and Economic Development","Unico Mural Grand Unveiling press event. ","Fitzpatrick, Andrew; Rubio, Carmen; Schoene, Jillian; Wheeler, Ted","Andrew Hoan; Mark Wells; Meikelo Cabbage; Sydney Mead",
"Portland Business Alliance","12/16/2023","Personal Meeting","Business and Economic Development","Downtown Recovery/Holiday/ICE RINK OPENING ","Bowman, Cody; Fitzpatrick, Andrew; Rubio, Carmen; Wheeler, Ted","Andrew Hoan; Sydney Mead",
"Portland Business Alliance","12/19/2023","Email","Business and Economic Development","Prep for Press Events","Bowman, Cody; Fitzpatrick, Andrew; Lee, Bobby; Zolan, Abraham (Ness)","Sydney Mead",
"Portland Business Alliance","12/20/2023","Personal Meeting","Business and Economic Development","IceRink Congrats testimony at city council. ","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Sydney Mead",
"Portland Business Alliance","10/09/2023","Email","Business and Economic Development","""Meet the Mayors' invite to Mayor Wheeler for Leadership Portland programming. ","Fitzpatrick, Andrew","Meikelo Cabbage",
"Portland Business Alliance","10/09/2023","Email","Business and Economic Development","Scheduling changes.","Galvez Mora, Grace","Meikelo Cabbage",
"Portland Business Alliance","10/09/2023","Email","Business and Economic Development","Scheduling changes. ","Souede, Jill","Meikelo Cabbage",
"Portland Business Alliance","10/10/2023","Email","Business and Economic Development","Best Practices trip logistics. ","Villarreal, Jennifer","Meikelo Cabbage",
"Portland Business Alliance","10/11/2023","Email","Business and Economic Development","Hotel Security District logistics.","Fitzpatrick, Andrew","Meikelo Cabbage",
"Portland Business Alliance","10/19/2023","Email","Business and Economic Development","Best Practices debrief scheduling. ","McHugh, Thomas; Souede, Jill","Meikelo Cabbage",
"Portland Business Alliance","11/02/2023","Email","Business and Economic Development","Commissioner Ryan visiting Director Park, scheduling. ","Schoene, Jillian","Meikelo Cabbage",
"Portland Business Alliance","11/02/2023","Email","Business and Economic Development","Commissioner Mapps scheduling changes. ","Monsignac, Nalie (Aravnalie)","Meikelo Cabbage",
"Portland Business Alliance","11/07/2023","Email","Business and Economic Development","Business Leadership evening event details. ","McHugh, Thomas","Meikelo Cabbage",
"Portland Business Alliance","11/08/2023","Email","Business and Economic Development","Mayor Wheeler Rescheduling. ","Wendelbo, Amanda","Meikelo Cabbage",
"Portland Business Alliance","12/06/2023","Email","Business and Economic Development","Sending DC trip invite. ","Souede, Jill","Meikelo Cabbage",
"Portland Business Alliance","10/18/2023","Text Message","Business and Economic Development","Earthquake drill during meeting heads-up. ","McHugh, Thomas","Meikelo Cabbage",
"Portland Business Alliance","10/18/2023","Text Message","Business and Economic Development","Earthquake drill during meeting heads-up. ","McHugh, Thomas","Meikelo Cabbage",
"Portland State University","10/03/2023","Personal Meeting","Other: Clean Energy","Discussion of agreement between PSU and BPS on the Clean Industry Hub.","Oliveira, Donald","Eric Noll; Fletcher Beaudoin",
"Portland State University","11/03/2023","Personal Meeting","Other: Parks and Recreation","Introductory meeting with Commissioner Ryan that included discussion about potential partnerships in the areas of Arts and Culture, and Parks and Recreations.","McHugh, Thomas; Ryan, Dan","Ann Cudd; Eric Noll",
"Portland State University","11/29/2023","Personal Meeting","Business and Economic Development","Discussion about opportunities for partnership between PSU and the City in the areas of economic and workforce development.","Rico Cornwell, Angela","Eric Noll",
"Portland State University","12/05/2023","Virtual Meeting","Other: Clean Energy","Discussion about PSU and BPS partnership on the Clean Industry Hub and other federal grant opportunities.","Oliveira, Donald","Eric Noll; Fletcher Beaudoin",
"Portland State University","12/08/2023","Personal Meeting","Other: Transportation ","Meeting to discuss opportunities for partnership between PSU and the City of Portland including topics such as transportation, environmental services, and workforce development.","Rodriguez, Michelle","Eric Noll",
"Portland State University","12/20/2023","Personal Meeting","Business and Economic Development","Meeting to discuss growing existing partnerships between PSU and the City of Portland. Topics included arts and culture, clean energy and sustainability, economic development, and event activation.","Megan (Elizabeth) Beyer ; Rico Cornwell, Angela; Rubio, Carmen","Ann Cudd; Eric Noll",
"Revitalize Portland Coalition","11/03/2023","Personal Meeting","Other: Housing and Homelessness","Met for site visit  on commerical property in Central Eastside - to review debris,  trash, camping, & other issues on adjacent publid ROW - city,  State ODOT, & UP railroad.   Created punchlist .","Thompson, Dakotah","Erik Cole",
"Revitalize Portland Coalition","10/20/2023","Meeting Preparation","Neighborhood Livability: nuisance","Passing along tenant concerns about issues in an around property, particularly illegal campaign, open fires, and safety concerns among tenants.    Needed advice on two gates (used by public entities)","Gonzalez, Rene; Smith, Shah; Thompson, Dakotah","Erik Cole",
"Revitalize Portland Coalition","12/13/2023","Email","Business and Economic Development","Invitations sent to City Council members and key staff for Holiday Happy Hour.","Fitzpatrick, Andrew; Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Schoene, Jillian; Souede, Jill; Wheeler, Ted","Erik Cole",
"Revitalize Portland Coalition","12/21/2023","Personal Meeting","Business and Economic Development","Hosted a happy hour for our members and allies and key members of city government.  ","Gardner, Brooke; Ryan, Dan","Erik Cole",
"Revitalize Portland Coalition","10/24/2023","Email","Other: land use policy","Letter to members of the Portland Planning Commission & copied to members of the City Council advocating for pieces of the Housing Regulatory Reform program, as devised by city staff.","Durbin, Andrea; Engstrom, Eric; Gonzalez, Rene; Mapps, Mingus; Planning and Sustainability Commission (entire commission); Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Erik Cole",
"Revitalize Portland Coalition","11/09/2023","Email","Police Oversight","Action alert sent to our membership asking them to email & testify to Portland City Council regarding proposed changes to the Police Oversight Commission and process.","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Erik Cole",
"Revitalize Portland Coalition","11/15/2023","Committee Meeting","Other: Police Oversight","Testimony provided to City Council regarding legislation proposed to overhaul Police Accountability structures.","Gonzalez, Rene; Howard, Stephanie; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Erik Cole",
"Revitalize Portland Coalition","10/12/2023","Email","Business and Economic Development","Email about issues related to downtown quality of life and the Governor's Downtown Task Force.","Fitzpatrick, Andrew","Erik Cole",
"Revitalize Portland Coalition","10/11/2023","Personal Meeting","Housing and Community Development","Mutual update on homelessness abatement activities and coordination with Multnomah County.","Brocker-Knapp, Skyler","Erik Cole",
"Revitalize Portland Coalition","11/09/2023","Email","Business and Economic Development","Questions about downtown tax abatement incentive provided by city.    To be included in update to our membership.","Fitzpatrick, Andrew","Erik Cole",
"Revitalize Portland Coalition","12/21/2023","Email","Police and Public Safety","Questions & discussion of status of downtown PDX Police patrols continuing after the holidays.    patrols have been a very good thing.","Fitzpatrick, Andrew","Erik Cole",
"Revitalize Portland Coalition","11/28/2023","Email","Neighborhood Livability: nuisance","Communicating specific property challenges at commercial locations downtown.","Fitzpatrick, Andrew; Gonzalez, Rene; Smith, Shah; Thompson, Dakotah","Erik Cole",
"Revitalize Portland Coalition","10/10/2023","Personal Meeting","Police and Public Safety","Discussion of proposal to create a civil compromise program for low-level offenses/misdemeanors & a work program for restorative justice & victim/offender reconciliation","Rubio, Carmen","Erik Cole",
"Revitalize Portland Coalition","10/07/2023","Meeting Preparation","Police and Public Safety","Arranging schedules & meeting logistics for discussion meeting with Commissioner Rubio and staff.","Kwon, MeeSeon; Rubio, Carmen; Schoene, Jillian","Erik Cole",
"Verizon","10/12/2023","Personal Meeting","Cable and Franchise","ROW code
","Rubio, Carmen","Amy Ruiz",
"Verizon","10/10/2023","Personal Meeting","Cable and Franchise","ROW code
","Castro, Cynthia; Rodriguez, Michelle","Amy Ruiz",
"Verizon","11/02/2023","Email","Cable and Franchise","ROW code
","Oliveira, Donald","Alex M. Leupp ; Amy Ruiz",
"Verizon","11/14/2023","Personal Meeting","Cable and Franchise","ROW code
","Oliveira, Donald","Amy Ruiz",
