"Entity","Contact date","Contact end date","Contact type(s)","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Nancy Hiser","05/22/2025","","Goodwill Building (non-lobbying); Personal Meeting","Other: Community Safety","Support for councilor","Mitch Green","Nancy G Hiser",
"Nancy Hiser","05/28/2025","","Email","Environment: natural","Support endangered species in flood hazard amendment","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","06/01/2025","06/08/2025","Communication Preparation; Email","Other: community safety","Supported Olivia Clark's amendment to the budget for CEI Hub risk reduction with 22 signatures from District 4 residents","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Nancy Hiser","06/08/2025","","Communication Preparation; Email","Police and Public Safety","Call for support for Olivia Clark budget amendment","Robert Cheney","Nancy G Hiser",
"Nancy Hiser","06/09/2025","","Email","Other: Award of $8.5M for displacement","Congratulations to City Council on Albina Award.","Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nancy G Hiser",
"Native American Youth and Family Center","05/20/2025","05/21/2025","Email; Social Media; Telephone","Business and Economic Development","Green Dunphy Budget Amendment re: Prosper Portland","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Cree Bort",
"Northwest Grocery Retail Association","06/17/2025","06/26/2025","Email; Personal Meeting; Text Message","Neighborhood Livability: general","Alternative Access Redemption Site","Aisling Coghlan; Keith Wilson; Raihana Ansary ","Amanda Dalton; Amy Ruiz",
"Northwest Oregon Labor Council","04/07/2025","","Personal Meeting","Other: City Budget","Meeting with Mayor, CA, and labor leaders ","Keith Wilson; Michael Jordan","Laurie Wimmer",
"Northwest Oregon Labor Council","04/08/2025","","Personal Meeting","Labor","Discussion of upcoming budget meetings","Jamie Dunphy","Laurie Wimmer",
"Northwest Oregon Labor Council","04/08/2025","","Personal Meeting","Labor","Meeting on budget","Elana Pirtle-Guiney","Laurie Wimmer",
"Northwest Oregon Labor Council","04/25/2025","","Personal Meeting","Labor","Meeting on budget","Eric Zimmerman","Laurie Wimmer",
"Northwest Oregon Labor Council","05/15/2025","","Personal Meeting","Other: Building trades issues","Group labor meeting","Elana Pirtle-Guiney","Laurie Wimmer",
"Northwest Oregon Labor Council","05/21/2025","","Committee Meeting","Other: City Budget","City Budget hearing","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Laurie Wimmer",
"Northwest Oregon Labor Council","06/11/2025","","Committee Meeting","Other: City Budget adoption","Budget","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Laurie Wimmer",
"Northwest Oregon Labor Council","06/16/2025","","Personal Meeting","Labor","City Council policy discussion","Olivia Clark","Laurie Wimmer",
"NW Natural","06/24/2025","06/25/2025","Communication Preparation","Sustainable Development: energy","Preparation for Council testimony","Angelita Morillo; Candace Avalos; Dan Ryan; Sameer Kanal; Steve Novick","Amy Rathfelder; Jennifer Yocom; Kathryn Williams",
"NW Natural","06/25/2025","","Communication Preparation; Telephone","Sustainable Development: energy","Outreach to Council members ahead of committee hearing on electrification","Candace Avalos; Dan Ryan; Kezia Wanner; Lisa Freeman","Amy Rathfelder",
"NW Natural","06/25/2025","","Telephone","Sustainable Development: energy","Outreach to Council members ahead of committee meeting on electrification","Steve Novick","Jennifer Yocom",
"NW Natural","06/26/2025","","Email","Sustainable Development: energy","Outreach to Council members after committee meeting on electrification","Spencer Knowles","Jennifer Yocom",
"NW Natural","06/26/2025","","Text Message","Sustainable Development: energy","Outreach to Council members after committee meeting on electrification","Dan Ryan","Amy Rathfelder",
"NW Natural","06/26/2025","","Committee Meeting","Sustainable Development: energy","Council testimony and attendance at 6/26 Climate, Resilience, and Land Use Committee hearing. Item of interest: ""Electrification benefits""","Angelita Morillo; Candace Avalos; Dan Ryan; Sameer Kanal; Steve Novick","Amy Rathfelder; Kathryn Williams",
"Oregon Health & Science University","04/01/2025","","Personal Meeting","Other: healthcare","Meeting was to introduce Mayor and Council President to OHSU and discuss proposal to combine with Legacy Health. No city actions were requested.","Elana Pirtle-Guiney; Keith Wilson; Natalie Sept","Michael Harrison",
"Oregon Health & Science University","04/11/2025","","Email","Other: healthcare","Invitation to tour OHSU healthcare clinic","Loretta Smith","Michael Harrison",
"Oregon Health & Science University","04/16/2025","","Email","Other: healthcare","Invitation to tour OHSU Psychiatric Clinic","Angelita Morillo","Michael Harrison",
"Oregon Health & Science University","04/16/2025","04/28/2025","Communication Preparation; Email","Transportation: Local Improvement District (LID)","Establishing OHSU's priorities for how the City might spend Tax Increment Funding in South Waterfront","Angelita Morillo; Candace Avalos; Dan Ryan; Donnie Oliveira; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Jamie Dunphy; Keith Wilson; Loretta Smith; Michael Jordan; Mitch Green; Olivia Clark; Sameer Kanal; Shea Flaherty Betin; Steve Novick; Tiffany Koyama Lane","Michael Harrison",
"Oregon Health & Science University","04/25/2025","04/26/2025","Communication Preparation","Transportation: Local Improvement District (LID)","OHSU provided some input into the South Portland Neighborhood Association's letter lobbying the city about tax increment financing priorities in South Waterfront","Dan Ryan; Donnie Oliveira; Eric Zimmerman; Keith Wilson; Mitch Green; Olivia Clark; Prosper Portland Commission; Shea Flaherty Betin","Michael Harrison",
"Oregon Health & Science University","04/28/2025","","Telephone","Transportation: Local Improvement District (LID)","Express priorities for how Tax Increment Funds are spent in South Waterfront","David Kuhnhausen","Michael Harrison",
"Oregon Health & Science University","05/15/2025","","Virtual Meeting","Arts and Culture","Support for Pioneer Square in City Budget","Olivia Clark","Michael Harrison",
"Oregon Health & Science University","05/15/2025","","Virtual Meeting","Transportation: Local Improvement District (LID)","Express OHSU's priorities for city tax increment funding usage in South Waterfront","Olivia Clark","Michael Harrison",
"Oregon Health & Science University","06/27/2025","","Email; Telephone; Text Message","Development Services","Requested assistance resolving uncertainty around - and expediting - a tree permit","Aisling Coghlan; David Kuhnhausen; Donnie Oliveira; Raihana Ansary ; Sonia Schmanski","Michael Harrison",
"Oregon Museum of Science and Industry ","04/04/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment
","Tiffany Koyama Lane","Dan Bates; Erin Graham",
"Oregon Museum of Science and Industry ","04/14/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment ","Olivia Clark","Erin Graham",
"Oregon Museum of Science and Industry ","04/15/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment ","Dan Ryan","Erin Graham",
"Oregon Museum of Science and Industry ","04/15/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment ","Sameer Kanal","Erin Graham",
"Oregon Museum of Science and Industry ","04/21/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment","Keith Wilson","Dan Bates; Erin Graham",
"Oregon Museum of Science and Industry ","04/21/2025","","Personal Meeting","Other: Economic Development","OMSI Redevelopment","Aisling Coghlan","Dan Bates; Erin Graham",
"Oregon Smart Growth","04/03/2025","","Email","Housing and Community Development","2025-045","Suzy Deuster","Amy Ruiz",
"Oregon Smart Growth","04/08/2025","","Text Message","Housing and Community Development","Housing Production Agenda","Eric Zimmerman","Amy Ruiz",
"Oregon Smart Growth","04/08/2025","","Email","Housing and Community Development","UrbanForm / permitting tools","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","04/10/2025","","Email","Housing and Community Development","self-certification for tenant improvement permits","Aisling Coghlan; Donnie Oliveira; Raihana Ansary ","Amy Ruiz",
"Oregon Smart Growth","04/10/2025","","Personal Meeting","Housing and Community Development","Multifamily Housing Development Work Group","Aisling Coghlan; Candace Avalos; Donnie Oliveira; Elana Pirtle-Guiney; Eric Engstrom; Jamey Evenstar; Keith Wilson; Natalie Sept; Raihana Ansary ","Amy Ruiz",
"Oregon Smart Growth","04/14/2025","","Personal Meeting","Development Services","Permitting reform","Eric Zimmerman; Ryan Nielsen","Amy Ruiz",
"Oregon Smart Growth","04/25/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Dan Ryan","Amy Ruiz",
"Oregon Smart Growth","04/29/2025","06/12/2025","Email; Telephone; Text Message","Housing and Community Development","Temporary SDC Waiver","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","04/30/2025","","Telephone; Text Message","Housing and Community Development","Temporary SDC Waiver","Elana Pirtle-Guiney","Amy Ruiz",
"Oregon Smart Growth","04/30/2025","06/25/2025","Text Message","Housing and Community Development","Temporary SDC Waiver","Natalie Sept","Amy Ruiz",
"Oregon Smart Growth","05/01/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Raihana Ansary ","Amy Ruiz",
"Oregon Smart Growth","05/14/2025","","Text Message","Development Services","permitting budget","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","05/27/2025","","Text Message","Development Services","Self Certification Permitting","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","05/28/2025","","Email","Housing and Community Development","Multifamily Housing Development Work Group","Candace Avalos; Elana Pirtle-Guiney; Jamey Evenstar; Jamie Dunphy; Madeline West; Natalie Sept","Amy Ruiz; Tom Rinehart",
"Oregon Smart Growth","06/05/2025","","Email","Housing and Community Development","SDC Exemption","Eric Zimmerman; Ryan Nielsen","Amy Ruiz",
"Oregon Smart Growth","06/05/2025","","Personal Meeting","Housing and Community Development","Temporary SDC Waiver","Jamie Dunphy","Amy Ruiz",
"Oregon Smart Growth","06/06/2025","","Email","Housing and Community Development","Temporary SDC Waiver","Donnie Oliveira","Amy Ruiz",
"Oregon Smart Growth","06/09/2025","","Email","Housing and Community Development","Temporary SDC Waiver","Maria Sipin; Mitch Green","Amy Ruiz",
"Oregon Smart Growth","06/09/2025","","Personal Meeting","Housing and Community Development","Temporary SDC Waiver","Elana Pirtle-Guiney","Amy Ruiz",
"Oregon Smart Growth","06/09/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Ryan Nielsen","Amy Ruiz",
"Oregon Smart Growth","06/09/2025","","Personal Meeting","Housing and Community Development","Temporary SDC Waiver","Raihana Ansary ","Amy Ruiz; Tom Rinehart",
"Oregon Smart Growth","06/09/2025","","Personal Meeting","Housing and Community Development","Temporary SDC Waiver","Eric Zimmerman; Ryan Nielsen","Amy Ruiz",
"Oregon Smart Growth","06/10/2025","","Personal Meeting","Housing and Community Development","Temporary SDC Waiver","Spencer Knowles","Amy Ruiz",
"Oregon Smart Growth","06/12/2025","","Email","Housing and Community Development","SDC Meeting Request","Spencer Knowles; Steve Novick","Amy Ruiz",
"Oregon Smart Growth","06/16/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Eric Zimmerman","Amy Ruiz; Kari Chisholm",
"Oregon Smart Growth","06/16/2025","","Email","Housing and Community Development","Temporary SDC Waiver","Aisling Coghlan; Donnie Oliveira; Elana Pirtle-Guiney; Eric Zimmerman; Natalie Sept; Raihana Ansary ; Ryan Nielsen","Amy Ruiz; Tom Rinehart",
"Oregon Smart Growth","06/17/2025","","Email","Housing and Community Development","Development 101","Alexander Browne; Tiffany Koyama Lane","Amy Ruiz",
"Oregon Smart Growth","06/18/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Elijah Crawford","Amy Ruiz",
"Oregon Smart Growth","06/25/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Eric Zimmerman; Ryan Nielsen","Amy Ruiz",
"Oregon Smart Growth","06/25/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Dan Ryan; Kezia Wanner","Amy Ruiz",
"Oregon Smart Growth","06/25/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Olivia Clark","Amy Ruiz",
"Oregon Smart Growth","06/25/2025","","Email","Housing and Community Development","Oregon Smart Growth concerns with proposed amendment to SDC waiver","Aisling Coghlan; Andre Miller; Angelita Morillo; Candace Avalos; Dan Ryan; Donnie Oliveira; Elana Pirtle-Guiney; Elijah Crawford; Eric Zimmerman; Jamey Evenstar; Jamie Dunphy; Jamie Dunphy; Kezia Wanner; Lisa Freeman; Loretta Smith; Madeline West; Maria Sipin; Megan Beyer; Mitch Green; Natalie Sept; Olivia Clark; Ryan Nielsen; Sameer Kanal; Spencer Knowles; Steve Novick; Tiffany Koyama Lane","Amy Ruiz",
"Oregon Smart Growth","06/25/2025","","Text Message","Housing and Community Development","Temporary SDC Waiver","Aisling Coghlan","Amy Ruiz",
"Oregon Symphony","04/07/2025","","Telephone","Arts and Culture","Arlene Schnitzer Concert Hall","Keith Wilson","Isaac Thompson",
"Oregon Symphony","04/08/2025","","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Donnie Oliveira","Isaac Thompson",
"Oregon Symphony","04/24/2025","","Personal Meeting","Arts and Culture","Arlene Schnitzer Concert Hall","Candace Avalos","Isaac Thompson; Marshall Runkel",
"Oregon Symphony","05/09/2025","","Personal Meeting","Arts and Culture","Arlene Schnitzer Concert Hall","Donnie Oliveira","Isaac Thompson",
"Oregon Symphony","05/11/2025","","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Donnie Oliveira","Isaac Thompson",
"Oregon Symphony","06/06/2025","","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Donnie Oliveira","Isaac Thompson",
"Port of Portland","04/01/2025","","Personal Meeting","Business and Economic Development","Port of Portland operations; Sustainable Aviation Fuel","Dan Ryan; Kezia Wanner; Will Mespelt","Curtis Robinhold; Dan Eisenbeis; Dan Pippenger; Emerald Bogue; Sheree Temple",
"Port of Portland","04/15/2025","","Personal Meeting","Business and Economic Development","Port of Portland operations; Sustainable Aviation Fuel","Faisal Osman; Keith Wilson; Megan Beyer; Olivia Clark; Raihana Ansary ","Chris Czarnecki; Curtis Robinhold; Dan Eisenbeis; Sheree Temple",
"Port of Portland","04/18/2025","","Personal Meeting","Business and Economic Development","Port of Portland operations; Sustainable Aviation Fuel","Elana Pirtle-Guiney; Elijah Crawford; Jamie Dunphy; Loretta Smith; Madeline West; Natalie Sept","Chris Czarnecki; Curtis Robinhold; Dan Eisenbeis; Dave Robertson; Sheree Temple",
"Port of Portland","04/18/2025","","Goodwill Building (non-lobbying)","Other: General catch-up","General catch-up","Steve Novick","Curtis Robinhold",
"Port of Portland","05/12/2025","","Goodwill Building (non-lobbying)","Business and Economic Development","City of Portland Council District 4 Town Hall","Eric Zimmerman; Mitch Green; Olivia Clark","Dave Robertson",
"Port of Portland","05/15/2025","","Goodwill Building (non-lobbying)","Business and Economic Development","Economic Development and Trade","Dan Ryan; Elana Pirtle-Guiney; Kezia Wanner; Natalie Sept; Olivia Clark","Curtis Robinhold; Dan Eisenbeis; Dan Pippenger; Dave Robertson; Emerald Bogue; Kimberly Branam",
"Port of Portland","05/16/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Shea Flaherty Betin","Dan Eisenbeis",
"Port of Portland","05/16/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Steve Novick","Dan Eisenbeis",
"Port of Portland","05/16/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Natalie Sept","Dan Eisenbeis",
"Port of Portland","05/16/2025","05/17/2025","Telephone; Text Message","Business and Economic Development","Prosper Portland budget","Felisa Hagins","Dan Eisenbeis",
"Port of Portland","05/19/2025","","Email","Business and Economic Development","Prosper Portland budget","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Elijah Crawford; Eric Zimmerman; Jamey Evenstar; Jamie Dunphy; Kezia Wanner; Lisa Freeman; Loretta Smith; Madeline West; Maria Sipin; Michael Jordan; Mitch Green; Natalie Sept; Olivia Clark; Sameer Kanal; Sonia Schmanski; Spencer Knowles; Steve Novick; Tiffany Koyama Lane","Dan Eisenbeis",
"Port of Portland","05/19/2025","","Telephone; Text Message","Business and Economic Development","Prosper Portland budget","Dan Ryan","Dan Eisenbeis",
"Port of Portland","05/19/2025","","Email","Business and Economic Development","Prosper Portland budget","Shea Flaherty Betin","Dan Eisenbeis",
"Port of Portland","05/19/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Mitch Green","Dan Eisenbeis",
"Port of Portland","05/19/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Jamie Dunphy","Dan Eisenbeis",
"Port of Portland","05/19/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Madeline West","Dan Eisenbeis",
"Port of Portland","05/19/2025","","Telephone","Business and Economic Development","Prosper Portland Budget","Steve Novick","Curtis Robinhold",
"Port of Portland","05/19/2025","","Telephone","Business and Economic Development","Prosper Portland Budget","Candace Avalos","Curtis Robinhold",
"Port of Portland","05/21/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Elana Pirtle-Guiney","Dan Eisenbeis",
"Port of Portland","05/21/2025","","Email; Telephone; Text Message","Business and Economic Development","Prosper Portland budget","Natalie Sept","Dan Eisenbeis",
"Port of Portland","05/21/2025","","Telephone","Business and Economic Development","Prosper Portland budget","Megan Beyer","Dan Eisenbeis",
"Port of Portland","05/21/2025","","Email; Telephone; Text Message","Business and Economic Development","Prosper Portland budget","Felisa Hagins","Dan Eisenbeis",
"Port of Portland","06/17/2025","","Goodwill Building (non-lobbying)","Other: General catch-up","General catch-up","Michael Jordan","Curtis Robinhold",
"Port of Portland","06/25/2025","","Personal Meeting","Business and Economic Development","Economic Development and Trade (Working Waterfront Coalition Tour)","Eric Zimmerman; Megan Beyer; Olivia Clark; Ryan Nielsen; Spencer Knowles; Steve Novick","Dan Eisenbeis; Tom Bouillion",
"Portland Business Alliance","04/01/2025","04/11/2025","Committee Meeting; Indirect Lobbying; Meeting Preparation; Personal Meeting; Virtual Meeting","Business and Economic Development","Interview panel with elected official and policy staff, participation in hiring process.","Kezia Wanner; Millicent Williams","Andrew Hoan",
"Portland Business Alliance","04/01/2025","","Personal Meeting","Business and Economic Development","Introductions/general discussion meeting.","Mitch Green","Andrew Hoan",
"Portland Business Alliance","04/01/2025","","Email; Goodwill Building (non-lobbying)","Business and Economic Development","Thank you message for testimony on HB 2291 ","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Raihana Ansary ; Sam Chase; Shea Flaherty Betin","Andrew Hoan",
"Portland Business Alliance","04/01/2025","","Personal Meeting","Business and Economic Development","Meeting to discuss economic development.","Mitch Green","Jon Isaacs",
"Portland Business Alliance","04/01/2025","","Personal Meeting","Business and Economic Development","Discussion regarding transportation and infrastructure.","Megan Beyer","Jon Isaacs",
"Portland Business Alliance","04/02/2025","","Email","Business and Economic Development","Portland Metro Chamber Washington DC Trip reminder","Raihana Ansary ","Meikelo Cabbage",
"Portland Business Alliance","04/02/2025","","Telephone","Business and Economic Development","City Budget.","Dan Ryan","Jon Isaacs",
"Portland Business Alliance","04/02/2025","","Email","Business and Economic Development","HB 2291 response to city requests. ","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Michael Jordan; Raihana Ansary ; Sam Chase; Shea Flaherty Betin","Andrew Hoan",
"Portland Business Alliance","04/02/2025","","Email; Meeting Preparation","Business and Economic Development","Portland Metro Chamber Washington DC trip invite/reminder.","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Prosper Portland Commission; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","04/02/2025","","Email; Goodwill Building (non-lobbying); Indirect Lobbying; Meeting Preparation","Business and Economic Development","Rose City 5K race invitation/reminder.","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Prosper Portland Commission; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","04/03/2025","","Telephone","Business and Economic Development","East Portland streets and sidewalks. ","Loretta Smith","Jon Isaacs",
"Portland Business Alliance","04/03/2025","","Email","Business and Economic Development","Introducing DoorDash to Mayor's office.","Raihana Ansary ","Jay Clark",
"Portland Business Alliance","04/04/2025","","Email","Business and Economic Development","Downtown commercial real estate.","Raihana Ansary ","Jon Isaacs",
"Portland Business Alliance","04/04/2025","","Committee Meeting","Business and Economic Development","Housing production discussion.","Ryan Nielsen","Jon Isaacs",
"Portland Business Alliance","04/07/2025","","Email","Business and Economic Development","Downtown Commercial Real Estate","Raihana Ansary ","Jon Isaacs",
"Portland Business Alliance","04/08/2025","","Personal Meeting","Business and Economic Development","Business Community Town Hall (District 1). ","Madeline West","Jay Clark; Meikelo Cabbage; Steve Wytcherley",
"Portland Business Alliance","04/08/2025","","Telephone","Business and Economic Development","Downtown Commercial real estate. ","Raihana Ansary ","Jon Isaacs",
"Portland Business Alliance","04/08/2025","","Email","Business and Economic Development","Update on HB 2291.","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Raihana Ansary ; Sam Chase","Andrew Hoan",
"Portland Business Alliance","04/09/2025","","Email","Business and Economic Development","Update on HB 2291 post-vote. ","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Raihana Ansary ; Samuel Rodriguez","Andrew Hoan",
"Portland Business Alliance","04/09/2025","","Personal Meeting","Business and Economic Development","Discussing Clean Industry Hub project and funding.","Donnie Oliveira","Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","04/09/2025","","Telephone","Business and Economic Development","Transportation funding discussion.","Millicent Williams","Jon Isaacs",
"Portland Business Alliance","04/09/2025","","Email","Business and Economic Development","Councilor Clark overview of Budget and Transportation Council committees at Government Relations Executive Subcommittee. ","Ashley McKenzie; Megan Beyer","Meikelo Cabbage",
"Portland Business Alliance","04/09/2025","","Personal Meeting","Business and Economic Development","Transportation and infrastructure discussion.","Millicent Williams; Priya Dhanapal","Jon Isaacs",
"Portland Business Alliance","04/09/2025","","Personal Meeting","Business and Economic Development","Clean industry hub discussion.","Donnie Oliveira","Jon Isaacs",
"Portland Business Alliance","04/10/2025","","Telephone","Business and Economic Development","City Budget discussion.","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","04/10/2025","","Telephone","Business and Economic Development","City budget discussions (4 conversations).","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","04/10/2025","","Telephone","Business and Economic Development","Discussing legislative session, Portland festivals.","Dan Ryan","Andrew Hoan",
"Portland Business Alliance","04/10/2025","","Telephone","Business and Economic Development","Discussing legislative session, Portland festivals.","Dan Ryan","Andrew Hoan",
"Portland Business Alliance","04/11/2025","","Email; Goodwill Building (non-lobbying)","Business and Economic Development","Thank you message for HB 2291 advocacy. ","Dan Ryan","Andrew Hoan",
"Portland Business Alliance","04/11/2025","","Email","Business and Economic Development","City budget discussion.","Shea Flaherty Betin","Jon Isaacs",
"Portland Business Alliance","04/11/2025","","Email","Business and Economic Development","Enhanced Service District unsheltered count request. ","Aisling Coghlan; Keith Wilson; Kristopher Taft","Steve Wytcherley",
"Portland Business Alliance","04/13/2025","","Email","Business and Economic Development","Invitation to attend HB 2291 meeting.","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Raihana Ansary ; Sam Chase","Andrew Hoan",
"Portland Business Alliance","04/15/2025","","Email","Business and Economic Development","Downtown Commercial Real Estate","Raihana Ansary ","Jon Isaacs",
"Portland Business Alliance","04/17/2025","","Email","Business and Economic Development","Waterfront park discussion.","Aisling Coghlan","Jon Isaacs",
"Portland Business Alliance","04/18/2025","","Personal Meeting","Business and Economic Development","Economic development discussion.","Jamie Dunphy","Jon Isaacs",
"Portland Business Alliance","04/18/2025","","Virtual Meeting","Business and Economic Development","HB 2291 general update/discussion.","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Raihana Ansary ; Sam Chase","Andrew Hoan",
"Portland Business Alliance","04/19/2025","","Text Message","Business and Economic Development","Central City recovery.","Jamie Dunphy","Jon Isaacs",
"Portland Business Alliance","04/21/2025","","Telephone","Business and Economic Development","City budget. ","Elana Pirtle-Guiney","Jon Isaacs",
"Portland Business Alliance","04/21/2025","","Telephone","Business and Economic Development","City budget discussions (2 conversations).","Elana Pirtle-Guiney","Jon Isaacs",
"Portland Business Alliance","04/21/2025","","Personal Meeting","Business and Economic Development","Portland reputation/brand meeting.","Aisling Coghlan","Andrew Hoan; Sydney Mead",
"Portland Business Alliance","04/22/2025","","Goodwill Building (non-lobbying); Indirect Lobbying","Business and Economic Development","Ribbon cutting invite to District 4 Councilors.","Ashley McKenzie","Meikelo Cabbage",
"Portland Business Alliance","04/22/2025","","Email; Meeting Preparation","Business and Economic Development","Mayor Wilson ribbon cutting logistics. ","Grace Galvez Mora; Raihana Ansary ","Meikelo Cabbage",
"Portland Business Alliance","04/23/2025","","Personal Meeting","Business and Economic Development","Business Community Town Hall (District 3).","Steve Novick","Jay Clark; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","04/24/2025","","Email; Indirect Lobbying","Business and Economic Development","HB 2291, Ways and Means directions.","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Raihana Ansary ; Sam Chase","Andrew Hoan",
"Portland Business Alliance","04/25/2025","","Email","Business and Economic Development","Providing statistics related to the State of the City report. ","Aisling Coghlan; Keith Wilson","Andrew Hoan",
"Portland Business Alliance","04/25/2025","","Email","Business and Economic Development","Providing statistics related to the State of the City report. ","Aisling Coghlan; Keith Wilson","Andrew Hoan",
"Portland Business Alliance","04/25/2025","","Telephone","Business and Economic Development","City budget discussions (3 conversations)","Raihana Ansary ","Jon Isaacs",
"Portland Business Alliance","04/25/2025","","Goodwill Building (non-lobbying); Indirect Lobbying; Telephone","Business and Economic Development","General discussion related to economic statistics
","Keith Wilson","Andrew Hoan",
"Portland Business Alliance","04/28/2025","","Telephone","Business and Economic Development","City Budget discussions (2 conversations).","Dan Ryan","Jon Isaacs",
"Portland Business Alliance","04/28/2025","","Personal Meeting","Business and Economic Development","Enhanced Service District introductory meeting with City Administrator.  ","Michael Jordan","Mark Wells; Meikelo Cabbage; Steve Wytcherley",
"Portland Business Alliance","04/29/2025","","Personal Meeting","Business and Economic Development","Business Community Town Hall (District 4).","Ashley McKenzie; Eric Zimmerman; James Radosta; Megan Beyer; Mitch Green; Olivia Clark; Ryan Nielsen","Jay Clark; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","04/29/2025","","Email","Business and Economic Development","Portland tax policy","Ryan Nielsen","Jon Isaacs",
"Portland Business Alliance","04/29/2025","","Telephone","Business and Economic Development","East Portland Streets ","Loretta Smith","Jon Isaacs",
"Portland Business Alliance","04/30/2025","","Email","Business and Economic Development","City budget discussion.","Kezia Wanner","Jon Isaacs",
"Portland Business Alliance","04/30/2025","","Telephone","Business and Economic Development","Presentation of Central City report. ","Aisling Coghlan","Andrew Hoan",
