"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Portland Business Alliance","03/11/2021","Virtual Meeting","Development Services","Development services, Council priorities, public safety and urban revitalization.","Montez, Chariti; Ryan, Dan; Torres, Kellie","Amy Rathfelder; Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","03/30/2021","Virtual Meeting","Neighborhood Livability: general","Participation in Mayor's Office Clean & Green Action Table.","Adams, Sam; Diaz, Sam; Watson, Amanda","Amy Rathfelder",
"Portland Business Alliance","01/06/2021","Email","Business and Economic Development","PSC applicant list.","Diaz, Sam","Amy Rathfelder",
"Portland Business Alliance","01/06/2021","Email","Other: Scheduling","Mayor's schedule.","Blair, Aja","Amy Rathfelder",
"Portland Business Alliance","01/11/2021","Email","Other: Scheduling","Mayor's schedule.","Tran, Khanh","Amy Rathfelder",
"Portland Business Alliance","01/18/2021","Email","Other: Scheduling","Upcoming event scheduling and request from Mayor's Office for additional context.","Becker, Tim; Middaugh, Jim; Schmanski, Sonia; Tran, Khanh","Amy Rathfelder",
"Portland Business Alliance","03/19/2021","Email","Police and Public Safety","Robert King reached out with information about upcoming demonstrations.","King, Robert","Amy Rathfelder",
"Portland Business Alliance","01/25/2021","Email","Other: Scheduling","Mayor's schedule.","Blair, Aja; Tran, Khanh","Amy Rathfelder",
"Portland Business Alliance","02/03/2021","Email","Other: Scheduling","Mayor's schedule.","Blair, Aja","Amy Rathfelder",
"Portland Business Alliance","02/19/2021","Email","Business and Economic Development","Coordinating Sam Adams' presentation at an upcoming committee meeting.","Adams, Sam; Tran, Khanh","Amy Lewin; Amy Rathfelder",
"Portland Business Alliance","02/21/2021","Email","Neighborhood Livability: general","Brand Recovery Action Table.","Adams, Sam; Branam, Kimberly; Middaugh, Jim; Tran, Khanh","Amy Lewin; Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","02/23/2021","Email","Business and Economic Development","Apple store reopening.","King, Robert","Amy Rathfelder",
"Portland Business Alliance","03/03/2021","Email","Business and Economic Development","Funding from Prosper Portland.","Tran, Khanh","Amy Rathfelder",
"Portland Business Alliance","03/15/2021","Email","Police and Public Safety","Question about Mayor's press conference.","Tran, Khanh","Amy Rathfelder",
"Portland Business Alliance","03/19/2021","Text Message","Housing and Community Development","Shelter to Housing Continuum","Allen, Seraphie","Amy Rathfelder",
"Portland Business Alliance","01/25/2021","Text Message","Other: Scheduling","Personnel changes in Mayor's Office.","Allen, Seraphie","Amy Rathfelder",
"Portland Business Alliance","03/11/2021","Email","Other: Scheduling","Commissioner Ryan's schedule.","Gadberry, Elizabeth","Amy Rathfelder",
"Portland Business Alliance","03/19/2021","Email","Other: Scheduling","Commissioner Ryan's schedule.","Gadberry, Elizabeth","Amy Rathfelder; Andrew Hoan",
"Portland Business Alliance","03/11/2021","Email","Other: Scheduling","Commissioner Ryan's schedule.","Gadberry, Elizabeth","Amy Rathfelder",
"Portland Business Alliance","01/11/2021","Email","Other: Event planning","Coordinating Commissioner's schedule for Cap and Reduce briefing.","Lujan-Valerio, Ricardo","Amy Rathfelder",
"Portland Business Alliance","02/01/2021","Email","Other: Scheduling","Commissioner Rubio's schedule.","Kwon, MeeSeon","Amy Rathfelder",
"Portland Business Alliance","03/08/2021","Email","Other: Scheduling","Commissioner Rubio's schedule.","Kwon, MeeSeon","Amy Rathfelder",
"Portland Business Alliance","01/07/2021","Email","Other: Scheduling","Scheduling a meeting regarding a Water Bureau issue.","Matt Glazewski","Amy Rathfelder",
"Portland Business Alliance","01/11/2021","Email","Environment: natural","Submitted testimony on proposed Healthy Climate, Clean Air fees.","Hardesty, Jo Ann; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Amy Rathfelder",
"Portland Business Alliance","01/07/2021","Email","Other: Scheduling","Scheduling a call with Commissioner Mapps.","Meyer, Katie","Amy Rathfelder",
"Portland Business Alliance","02/05/2021","Email","Other: Scheduling","PBA quarterly meetings.","Jill Weir","Amy Rathfelder",
"Portland Business Alliance","03/02/2021","Personal Meeting","Business and Economic Development","Downtown walking tour of Clean & Safe ESD.","Mapps, Mingus; Meyer, Katie","Amy Rathfelder; Mark Wells; Maureen Fisher",
"Portland Business Alliance","03/05/2021","Email","Other: Scheduling","Scheduling additional walking tours.","Meyer, Katie","Amy Rathfelder; Mark Wells",
"Portland Business Alliance","01/19/2021","Email","Other: Scheduling","Event invitation for Commissioner Hardesty.","Martin, Lyne","Amy Rathfelder",
"Portland Business Alliance","01/28/2021","Telephone","Other: Meet and greet","General priorities/first month in office.","Mapps, Mingus","Amy Rathfelder",
"Portland Business Alliance","01/15/2021","Telephone","Police and Public Safety","Public safety in Portland conversation","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","01/20/2021","Telephone","Other: PBOT/shifting bureau assignments","New bureau assignments and PBOT priorities","Hardesty, Jo Ann","Andrew Hoan",
"Portland Business Alliance","01/06/2021","Telephone","Housing and Community Development","Conversation regarding A Home For Everyone Executive Committee activity","Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","01/06/2021","Email","Development Services","Here for Portland banner permit application","Esau, Rebecca; Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","02/04/2021","Telephone","COVID-19 Issues","East County CARES funding and branding conversation","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","02/05/2021","Virtual Meeting","Urban Renewal","Travel Portland meeting and PDX brand recovery","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","01/08/2021","Virtual Meeting","Development Services","BDS permitting issues","Gadberry, Elizabeth; Montez, Chariti; Ryan, Dan","Amy Rathfelder",
"Portland Business Alliance","01/08/2021","Virtual Meeting","Urban Renewal","City of Portland/PBA monthly check-in and discussion around Central City revitalization and urban litter.","Rinehart, Tom; Tran, Khanh","Amy Lewin; Amy Rathfelder; Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","01/11/2021","Virtual Meeting","Environment: sewer/storm water","Water Bureau issue w/The Standard courtyard and food truck hookups","Matt Glazewski","Amy Rathfelder",
"Portland Business Alliance","01/12/2021","Virtual Meeting","Environment: natural","Cap and Reduce State of Oregon policy briefing","Lujan-Valerio, Ricardo; Rubio, Carmen; Tran, Khanh; Wheeler, Ted","Amy Rathfelder; Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","01/13/2021","Virtual Meeting","Development Services","BDS permitting issues","Gadberry, Elizabeth; Montez, Chariti; Ryan, Dan","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","01/15/2021","Virtual Meeting","Transportation: streets, sidewalks and street lighting","PBOT priorities","Bradley, Derek","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","01/29/2021","Virtual Meeting","Business and Economic Development","Second term priorities, urban core revitalization, public safety issues","Tran, Khanh; Wheeler, Ted","Amy Lewin; Amy Rathfelder; Andrew Hoan; Jon Isaacs; Maureen Fisher",
"Portland Business Alliance","01/22/2021","Virtual Meeting","Environment: natural","City of Portland carbon tax proposal","Lujan-Valerio, Ricardo","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","01/27/2021","Telephone","Planning","Scheduling PBA monthly check-ins with Commissioner Ryan","Gadberry, Elizabeth","Amy Rathfelder",
"Portland Business Alliance","01/27/2021","Telephone","Planning","Scheduling PBA monthly check-ins with Commissioner Ryan","Gadberry, Elizabeth","Amy Rathfelder",
"Portland Business Alliance","01/28/2021","Virtual Meeting","Business and Economic Development","City of Portland Economic Recovery Task Force--PBA rep","Branam, Kimberly; Hardesty, Jo Ann; Rinehart, Tom; Tran, Khanh; Wheeler, Ted","Amy Rathfelder",
"Portland Business Alliance","02/03/2021","Telephone","Business and Economic Development","Potential action tables via the Mayor's Office.","Adams, Sam","Andrew Hoan",
"Portland Business Alliance","03/12/2021","Telephone","Business and Economic Development","Economic recovery issues.","Adams, Sam","Andrew Hoan",
"Portland Business Alliance","03/05/2021","Telephone","Business and Economic Development","Economic recovery issues.","Adams, Sam","Andrew Hoan",
"Portland Business Alliance","01/08/2021","Virtual Meeting","Business and Economic Development","Discussion of downtown services delivery.","Rinehart, Tom","Jon Isaacs",
"Portland Business Alliance","01/15/2021","Virtual Meeting","Business and Economic Development","City services, public safety, climate tax.","King, Robert; Tran, Khanh; Wheeler, Ted","Amy Lewin; Andrew Hoan; Jon Isaacs; Maureen Fisher",
"Portland Business Alliance","02/03/2021","Personal Meeting","Business and Economic Development","Livability and downtown recovery.","Adams, Sam","Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","02/03/2021","Personal Meeting","Parks and Recreation: natural areas ","Parks and climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","02/08/2021","Virtual Meeting","Police and Public Safety","Public safety, livability in Central City.","King, Robert","Jon Isaacs",
"Portland Business Alliance","01/12/2021","Virtual Meeting","Neighborhood Livability: general","Enhanced Service Districts","Tran, Khanh","Amy Rathfelder; Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","02/11/2021","Virtual Meeting","Neighborhood Livability: general","Downtown Portland Clean & Safe Renewal.","Tran, Khanh","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","02/19/2021","Virtual Meeting","Business and Economic Development","Public safety, livability, economic recovery.","Schmanski, Sonia; Tran, Khanh; Wheeler, Ted","Amy Lewin; Amy Rathfelder; Andrew Hoan; Jon Isaacs; Maureen Fisher",
"Portland Business Alliance","03/19/2021","Virtual Meeting","Business and Economic Development","Economic recovery, public safety, livability, budget.","Adams, Sam; Tran, Khanh; Wheeler, Ted","Amy Lewin; Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","02/19/2021","Telephone","Environment: natural","Climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","02/23/2021","Committee Meeting","Business and Economic Development","Sam Adams invited to attend Central City Committee meeting; economic/pandemic recovery.","Adams, Sam","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","02/25/2021","Virtual Meeting","Neighborhood Livability: general","Downtown Portland Clean & Safe renewal.","Tran, Khanh","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","03/03/2021","Personal Meeting","Business and Economic Development","Livability, trash collection, economic recovery.","Adams, Sam; Tran, Khanh","Amy Rathfelder; Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","03/02/2021","Email","Other: Scheduling","Commissioner Mapps' request for PBA availability to answer questions on community volunteer programs.","Jill Weir","Mark Wells",
"Portland Business Alliance","03/05/2021","Email","Other: Scheduling","Reply to request for PBA availability for PSAC date and invite.","Jill Weir","Mark Wells",
"Portland Business Alliance","03/05/2021","Email","Business and Economic Development","Answered questions on Central City Concern expansion for Commissioner Mapps' Chief of Staff.","Meyer, Katie","Mark Wells",
"Portland Business Alliance","03/16/2021","Email","Police and Public Safety","Mayor's Office request information on community foot patrol program.","King, Robert","Mark Wells",
"Portland Business Alliance","03/08/2021","Email","Other: Scheduling","Scheduling a follow up call with Robert King.","King, Robert","Mark Wells",
"Portland Business Alliance","03/22/2021","Telephone","Transportation: streets, sidewalks and street lighting","Requesting PBOT contact regarding a question about road closures.","Bradley, Derek","Mark Wells",
"Portland Business Alliance","03/29/2021","Email","Other: Scheduling","Invite to monthly committee meeting.","King, Robert","Mark Wells",
"Skinny Labs, Inc. dba Spin","01/05/2021","Virtual Meeting","Transportation: streets, sidewalks and street lighting","Electric Scooter Operations","Bradley, Derek; Hardesty, Jo Ann","Rachael Wiggins Emory",
"Skinny Labs, Inc. dba Spin","01/05/2021","Personal Meeting","Transportation: streets, sidewalks and street lighting","Shared Electric Scooters","Hardesty, Jo Ann","Derek Heino; Phuong Bui",
"Skinny Labs, Inc. dba Spin","01/29/2021","Personal Meeting","Transportation: streets, sidewalks and street lighting","Shared Electric Scooters","Rubio, Carmen; Schwartz, Mona","Phuong Bui",
"Skinny Labs, Inc. dba Spin","01/22/2021","Personal Meeting","Transportation: streets, sidewalks and street lighting","Shared Electric Scooters","Bond, Mark","Derek Heino; Phuong Bui",
"Skinny Labs, Inc. dba Spin","01/07/2021","Email","Transportation: streets, sidewalks and street lighting","Electric Scooter Operations","Jill Weir","Rachael Wiggins Emory",
"Skinny Labs, Inc. dba Spin","01/22/2021","Virtual Meeting","Transportation: streets, sidewalks and street lighting","Electric Scooter Operations","Bond, Mark","Rachael Wiggins Emory",
"Skinny Labs, Inc. dba Spin","01/29/2021","Telephone","Transportation: streets, sidewalks and street lighting","Electric Scooter Operations","Rubio, Carmen","Dan Bates",
"Skinny Labs, Inc. dba Spin","01/29/2021","Virtual Meeting","Transportation: streets, sidewalks and street lighting","Electric Scooter Operations","Rubio, Carmen; Schwartz, Mona","Rachael Wiggins Emory",
"Skinny Labs, Inc. dba Spin","02/09/2021","Email","Transportation: streets, sidewalks and street lighting","Electric Scooter Operations","Bradley, Derek","Rachael Wiggins Emory",
"Skinny Labs, Inc. dba Spin","03/09/2021","Email","Transportation: streets, sidewalks and street lighting","Electric Scooter Operations","Matt Glazewski","Rachael Wiggins Emory",
"Verizon","02/04/2021","Virtual Meeting","Cable and Franchise","Verizon Franchise","Ryan, Dan; Torres, Kellie","Alex M. Leupp ; Michelle Plambeck",
"Verizon","03/08/2021","Email","Cable and Franchise","Verizon Franchise","Tran, Khanh","Alex M. Leupp ; Michelle Plambeck",
"Verizon","03/09/2021","Virtual Meeting","Cable and Franchise","Verizon Franchise","Tran, Khanh","Alex M. Leupp ; Michelle Plambeck",
"Verizon","03/10/2021","Email","Cable and Franchise","Verizon/Hacienda CDC partnership to help bridge digital divide
","Adriana Miranda; Bond, Mark; Bradley, Derek; Edwards, Karly; Hardesty, Jo Ann; Lyons, Adam; Mapps, Mingus; Matt Glazewski; Meyer, Katie; Montez, Chariti; Perez, Elisabeth; Rubio, Carmen; Ryan, Dan; Thompson, Gwen; Torres, Kellie; Tran, Khanh; Wheeler, Ted","Alex M. Leupp ; Michelle Plambeck",
"Verizon","03/12/2021","Email","Cable and Franchise","Verizon/Hacienda CDC partnership to help bridge digital divide
","Tran, Khanh; Wheeler, Ted","Alex M. Leupp ; Michelle Plambeck",
